GO.ID,Term,Annotated,Significant,Expected,classic
GO:0003954,NADH dehydrogenase activity,1,0,0,1.00000
GO:0004003,ATP-dependent DNA helicase activity,1,0,0,1.00000
GO:0004175,endopeptidase activity,2,0,0,1.00000
GO:0004197,cysteine-type endopeptidase activity,1,0,0,1.00000
GO:0004252,serine-type endopeptidase activity,1,0,0,1.00000
GO:0004386,helicase activity,1,0,0,1.00000
GO:0004407,histone deacetylase activity,3,0,0,1.00000
GO:0004427,inorganic diphosphatase activity,1,0,0,1.00000
GO:0004617,phosphoglycerate dehydrogenase activity,1,0,0,1.00000
GO:0004672,protein kinase activity,26,0,0.02,1.00000
GO:0004674,protein serine/threonine kinase activity,22,0,0.02,1.00000
GO:0004679,AMP-activated protein kinase activity,1,0,0,1.00000
GO:0004709,MAP kinase kinase kinase activity,21,0,0.02,1.00000
GO:0004713,protein tyrosine kinase activity,1,0,0,1.00000
GO:0004857,enzyme inhibitor activity,11,0,0.01,1.00000
GO:0004860,protein kinase inhibitor activity,1,0,0,1.00000
GO:0004862,cAMP-dependent protein kinase inhibitor ...,1,0,0,1.00000
GO:0004866,endopeptidase inhibitor activity,10,0,0.01,1.00000
GO:0004869,cysteine-type endopeptidase inhibitor ac...,10,0,0.01,1.00000
GO:0004879,nuclear receptor activity,5,0,0,1.00000
GO:0004887,thyroid hormone receptor activity,5,0,0,1.00000
GO:0004888,transmembrane signaling receptor activit...,3,0,0,1.00000
GO:0004930,G protein-coupled receptor activity,3,0,0,1.00000
GO:0005072,transforming growth factor beta receptor...,2,0,0,1.00000
GO:0005085,guanyl-nucleotide exchange factor activi...,1,0,0,1.00000
GO:0005088,Ras guanyl-nucleotide exchange factor ac...,1,0,0,1.00000
GO:0005089,Rho guanyl-nucleotide exchange factor ac...,1,0,0,1.00000
GO:0005096,GTPase activator activity,20,0,0.02,1.00000
GO:0005102,signaling receptor binding,12,0,0.01,1.00000
GO:0005178,integrin binding,6,0,0.01,1.00000
GO:0005198,structural molecule activity,9,0,0.01,1.00000
GO:0005200,structural constituent of cytoskeleton,8,0,0.01,1.00000
GO:0005215,transporter activity,7,0,0.01,1.00000
GO:0005244,voltage-gated ion channel activity,6,0,0.01,1.00000
GO:0005509,calcium ion binding,3,0,0,1.00000
GO:0005516,calmodulin binding,1,0,0,1.00000
GO:0005518,collagen binding,2,0,0,1.00000
GO:0005524,ATP binding,33,0,0.03,1.00000
GO:0005525,GTP binding,2,0,0,1.00000
GO:0005537,mannose binding,1,0,0,1.00000
GO:0005543,phospholipid binding,1,0,0,1.00000
GO:0005546,phosphatidylinositol-4,5-bisphosphate bi...,1,0,0,1.00000
GO:0008013,beta-catenin binding,3,0,0,1.00000
GO:0008017,microtubule binding,9,0,0.01,1.00000
GO:0008022,protein C-terminus binding,11,0,0.01,1.00000
GO:0008026,ATP-dependent helicase activity,1,0,0,1.00000
GO:0008047,enzyme activator activity,21,0,0.02,1.00000
GO:0008083,growth factor activity,4,0,0,1.00000
GO:0008094,DNA-dependent ATPase activity,1,0,0,1.00000
GO:0008134,transcription factor binding,2,0,0,1.00000
GO:0008137,NADH dehydrogenase (ubiquinone) activity,1,0,0,1.00000
GO:0008144,drug binding,33,0,0.03,1.00000
GO:0008168,methyltransferase activity,3,0,0,1.00000
GO:0008170,N-methyltransferase activity,3,0,0,1.00000
GO:0008194,UDP-glycosyltransferase activity,1,0,0,1.00000
GO:0008233,peptidase activity,2,0,0,1.00000
GO:0008234,cysteine-type peptidase activity,1,0,0,1.00000
GO:0008236,serine-type peptidase activity,1,0,0,1.00000
GO:0008276,protein methyltransferase activity,3,0,0,1.00000
GO:0008289,lipid binding,1,0,0,1.00000
GO:0008375,acetylglucosaminyltransferase activity,1,0,0,1.00000
GO:0008603,cAMP-dependent protein kinase regulator ...,1,0,0,1.00000
GO:0008607,phosphorylase kinase regulator activity,1,0,0,1.00000
GO:0008757,S-adenosylmethionine-dependent methyltra...,3,0,0,1.00000
GO:0009055,electron transfer activity,1,0,0,1.00000
GO:0009378,four-way junction helicase activity,1,0,0,1.00000
GO:0015035,protein disulfide oxidoreductase activit...,2,0,0,1.00000
GO:0015036,disulfide oxidoreductase activity,2,0,0,1.00000
GO:0015075,ion transmembrane transporter activity,6,0,0.01,1.00000
GO:0015144,carbohydrate transmembrane transporter a...,1,0,0,1.00000
GO:0015145,monosaccharide transmembrane transporter...,1,0,0,1.00000
GO:0015149,hexose transmembrane transporter activit...,1,0,0,1.00000
GO:0015267,channel activity,6,0,0.01,1.00000
GO:0015578,mannose transmembrane transporter activi...,1,0,0,1.00000
GO:0015631,tubulin binding,9,0,0.01,1.00000
GO:0016174,NAD(P)H oxidase activity,1,0,0,1.00000
GO:0016208,AMP binding,1,0,0,1.00000
GO:0016278,lysine N-methyltransferase activity,3,0,0,1.00000
GO:0016279,protein-lysine N-methyltransferase activ...,3,0,0,1.00000
GO:0016301,kinase activity,26,0,0.02,1.00000
GO:0016462,pyrophosphatase activity,7,0,0.01,1.00000
GO:0016491,oxidoreductase activity,8,0,0.01,1.00000
GO:0016614,oxidoreductase activity, acting on CH-OH...,2,0,0,1.00000
GO:0016615,malate dehydrogenase activity,1,0,0,1.00000
GO:0016616,oxidoreductase activity, acting on the C...,2,0,0,1.00000
GO:0016627,oxidoreductase activity, acting on the C...,1,0,0,1.00000
GO:0016628,oxidoreductase activity, acting on the C...,1,0,0,1.00000
GO:0016651,oxidoreductase activity, acting on NAD(P...,2,0,0,1.00000
GO:0016655,oxidoreductase activity, acting on NAD(P...,1,0,0,1.00000
GO:0016667,oxidoreductase activity, acting on a sul...,2,0,0,1.00000
GO:0016671,oxidoreductase activity, acting on a sul...,2,0,0,1.00000
GO:0016741,transferase activity, transferring one-c...,3,0,0,1.00000
GO:0016757,transferase activity, transferring glyco...,1,0,0,1.00000
GO:0016758,transferase activity, transferring hexos...,1,0,0,1.00000
GO:0016763,transferase activity, transferring pento...,1,0,0,1.00000
GO:0016772,transferase activity, transferring phosp...,29,0,0.03,1.00000
GO:0016773,phosphotransferase activity, alcohol gro...,26,0,0.02,1.00000
GO:0016779,nucleotidyltransferase activity,3,0,0,1.00000
GO:0016787,hydrolase activity,13,0,0.01,1.00000
GO:0016788,hydrolase activity, acting on ester bond...,1,0,0,1.00000
GO:0016791,phosphatase activity,1,0,0,1.00000
GO:0016810,hydrolase activity, acting on carbon-nit...,3,0,0,1.00000
GO:0016811,hydrolase activity, acting on carbon-nit...,3,0,0,1.00000
GO:0016817,hydrolase activity, acting on acid anhyd...,7,0,0.01,1.00000
GO:0016818,hydrolase activity, acting on acid anhyd...,7,0,0.01,1.00000
GO:0016887,ATPase activity,4,0,0,1.00000
GO:0017016,Ras GTPase binding,4,0,0,1.00000
GO:0017048,Rho GTPase binding,3,0,0,1.00000
GO:0017069,snRNA binding,1,0,0,1.00000
GO:0017070,U6 snRNA binding,1,0,0,1.00000
GO:0017076,purine nucleotide binding,35,0,0.03,1.00000
GO:0017111,nucleoside-triphosphatase activity,6,0,0.01,1.00000
GO:0017124,SH3 domain binding,4,0,0,1.00000
GO:0017136,NAD-dependent histone deacetylase activi...,3,0,0,1.00000
GO:0017137,Rab GTPase binding,1,0,0,1.00000
GO:0017171,serine hydrolase activity,1,0,0,1.00000
GO:0018024,histone-lysine N-methyltransferase activ...,3,0,0,1.00000
GO:0019001,guanyl nucleotide binding,2,0,0,1.00000
GO:0019207,kinase regulator activity,1,0,0,1.00000
GO:0019209,kinase activator activity,1,0,0,1.00000
GO:0019210,kinase inhibitor activity,1,0,0,1.00000
GO:0019213,deacetylase activity,3,0,0,1.00000
GO:0019887,protein kinase regulator activity,1,0,0,1.00000
GO:0019899,enzyme binding,17,0,0.01,1.00000
GO:0019900,kinase binding,10,0,0.01,1.00000
GO:0019901,protein kinase binding,10,0,0.01,1.00000
GO:0019902,phosphatase binding,3,0,0,1.00000
GO:0019903,protein phosphatase binding,3,0,0,1.00000
GO:0019904,protein domain specific binding,13,0,0.01,1.00000
GO:0022803,passive transmembrane transporter activi...,6,0,0.01,1.00000
GO:0022832,voltage-gated channel activity,6,0,0.01,1.00000
GO:0022836,gated channel activity,6,0,0.01,1.00000
GO:0022839,ion gated channel activity,6,0,0.01,1.00000
GO:0022857,transmembrane transporter activity,7,0,0.01,1.00000
GO:0030060,L-malate dehydrogenase activity,1,0,0,1.00000
GO:0030158,protein xylosyltransferase activity,1,0,0,1.00000
GO:0030234,enzyme regulator activity,31,0,0.03,1.00000
GO:0030246,carbohydrate binding,1,0,0,1.00000
GO:0030291,protein serine/threonine kinase inhibito...,1,0,0,1.00000
GO:0030295,protein kinase activator activity,1,0,0,1.00000
GO:0030414,peptidase inhibitor activity,10,0,0.01,1.00000
GO:0030506,ankyrin binding,1,0,0,1.00000
GO:0030545,receptor regulator activity,4,0,0,1.00000
GO:0030554,adenyl nucleotide binding,33,0,0.03,1.00000
GO:0030616,transforming growth factor beta receptor...,2,0,0,1.00000
GO:0030674,protein binding, bridging,4,0,0,1.00000
GO:0030676,Rac guanyl-nucleotide exchange factor ac...,1,0,0,1.00000
GO:0030695,GTPase regulator activity,20,0,0.02,1.00000
GO:0030983,mismatched DNA binding,2,0,0,1.00000
GO:0031072,heat shock protein binding,3,0,0,1.00000
GO:0031078,histone deacetylase activity (H3-K14 spe...,3,0,0,1.00000
GO:0031267,small GTPase binding,4,0,0,1.00000
GO:0031593,polyubiquitin modification-dependent pro...,3,0,0,1.00000
GO:0031625,ubiquitin protein ligase binding,3,0,0,1.00000
GO:0032041,NAD-dependent histone deacetylase activi...,3,0,0,1.00000
GO:0032137,guanine/thymine mispair binding,2,0,0,1.00000
GO:0032549,ribonucleoside binding,5,0,0,1.00000
GO:0032550,purine ribonucleoside binding,2,0,0,1.00000
GO:0032553,ribonucleotide binding,35,0,0.03,1.00000
GO:0032555,purine ribonucleotide binding,35,0,0.03,1.00000
GO:0032559,adenyl ribonucleotide binding,33,0,0.03,1.00000
GO:0032561,guanyl ribonucleotide binding,2,0,0,1.00000
GO:0033558,protein deacetylase activity,3,0,0,1.00000
GO:0033883,pyridoxal phosphatase activity,1,0,0,1.00000
GO:0034062,5'-3' RNA polymerase activity,3,0,0,1.00000
GO:0034979,NAD-dependent protein deacetylase activi...,3,0,0,1.00000
GO:0035091,phosphatidylinositol binding,1,0,0,1.00000
GO:0035252,UDP-xylosyltransferase activity,1,0,0,1.00000
GO:0035639,purine ribonucleoside triphosphate bindi...,35,0,0.03,1.00000
GO:0036094,small molecule binding,41,0,0.04,1.00000
GO:0036132,13-prostaglandin reductase activity,1,0,0,1.00000
GO:0038023,signaling receptor activity,8,0,0.01,1.00000
GO:0042054,histone methyltransferase activity,3,0,0,1.00000
GO:0042285,xylosyltransferase activity,1,0,0,1.00000
GO:0042578,phosphoric ester hydrolase activity,1,0,0,1.00000
GO:0042623,ATPase activity, coupled,1,0,0,1.00000
GO:0042731,PH domain binding,1,0,0,1.00000
GO:0042802,identical protein binding,9,0,0.01,1.00000
GO:0042803,protein homodimerization activity,7,0,0.01,1.00000
GO:0042826,histone deacetylase binding,3,0,0,1.00000
GO:0042903,tubulin deacetylase activity,3,0,0,1.00000
GO:0043014,alpha-tubulin binding,3,0,0,1.00000
GO:0043027,cysteine-type endopeptidase inhibitor ac...,10,0,0.01,1.00000
GO:0043028,cysteine-type endopeptidase regulator ac...,10,0,0.01,1.00000
GO:0043138,3'-5' DNA helicase activity,1,0,0,1.00000
GO:0043140,ATP-dependent 3'-5' DNA helicase activit...,1,0,0,1.00000
GO:0043168,anion binding,39,0,0.03,1.00000
GO:0043199,sulfate binding,2,0,0,1.00000
GO:0043531,ADP binding,1,0,0,1.00000
GO:0043565,sequence-specific DNA binding,8,0,0.01,1.00000
GO:0044212,transcription regulatory region DNA bind...,10,0,0.01,1.00000
GO:0044389,ubiquitin-like protein ligase binding,3,0,0,1.00000
GO:0044877,protein-containing complex binding,13,0,0.01,1.00000
GO:0045296,cadherin binding,1,0,0,1.00000
GO:0045309,protein phosphorylated amino acid bindin...,1,0,0,1.00000
GO:0046332,SMAD binding,2,0,0,1.00000
GO:0046982,protein heterodimerization activity,2,0,0,1.00000
GO:0046983,protein dimerization activity,9,0,0.01,1.00000
GO:0047522,15-oxoprostaglandin 13-oxidase activity,1,0,0,1.00000
GO:0048018,receptor ligand activity,4,0,0,1.00000
GO:0048029,monosaccharide binding,1,0,0,1.00000
GO:0048037,cofactor binding,3,0,0,1.00000
GO:0048156,tau protein binding,3,0,0,1.00000
GO:0048365,Rac GTPase binding,1,0,0,1.00000
GO:0048487,beta-tubulin binding,3,0,0,1.00000
GO:0050136,NADH dehydrogenase (quinone) activity,1,0,0,1.00000
GO:0050660,flavin adenine dinucleotide binding,1,0,0,1.00000
GO:0050662,coenzyme binding,2,0,0,1.00000
GO:0050664,oxidoreductase activity, acting on NAD(P...,1,0,0,1.00000
GO:0050839,cell adhesion molecule binding,7,0,0.01,1.00000
GO:0051015,actin filament binding,1,0,0,1.00000
GO:0051020,GTPase binding,4,0,0,1.00000
GO:0051119,sugar transmembrane transporter activity,1,0,0,1.00000
GO:0051213,dioxygenase activity,2,0,0,1.00000
GO:0051219,phosphoprotein binding,1,0,0,1.00000
GO:0051287,NAD binding,1,0,0,1.00000
GO:0051536,iron-sulfur cluster binding,1,0,0,1.00000
GO:0051537,2 iron, 2 sulfur cluster binding,1,0,0,1.00000
GO:0051539,4 iron, 4 sulfur cluster binding,1,0,0,1.00000
GO:0051540,metal cluster binding,1,0,0,1.00000
GO:0051787,misfolded protein binding,3,0,0,1.00000
GO:0051879,Hsp90 protein binding,3,0,0,1.00000
GO:0060089,molecular transducer activity,11,0,0.01,1.00000
GO:0060090,molecular adaptor activity,4,0,0,1.00000
GO:0060589,nucleoside-triphosphatase regulator acti...,20,0,0.02,1.00000
GO:0061134,peptidase regulator activity,10,0,0.01,1.00000
GO:0061135,endopeptidase regulator activity,10,0,0.01,1.00000
GO:0070011,peptidase activity, acting on L-amino ac...,2,0,0,1.00000
GO:0070035,purine NTP-dependent helicase activity,1,0,0,1.00000
GO:0070411,I-SMAD binding,2,0,0,1.00000
GO:0070412,R-SMAD binding,2,0,0,1.00000
GO:0070840,dynein complex binding,3,0,0,1.00000
GO:0071949,FAD binding,1,0,0,1.00000
GO:0097153,cysteine-type endopeptidase activity inv...,1,0,0,1.00000
GO:0097159,organic cyclic compound binding,83,0,0.07,1.00000
GO:0097200,cysteine-type endopeptidase activity inv...,1,0,0,1.00000
GO:0097367,carbohydrate derivative binding,38,0,0.03,1.00000
GO:0097747,RNA polymerase activity,3,0,0,1.00000
GO:0098531,transcription factor activity, direct li...,5,0,0,1.00000
GO:0098772,molecular function regulator,36,0,0.03,1.00000
GO:0140030,modification-dependent protein binding,3,0,0,1.00000
GO:0140097,catalytic activity, acting on DNA,1,0,0,1.00000
GO:0140098,catalytic activity, acting on RNA,3,0,0,1.00000
GO:0140110,transcription regulator activity,11,0,0.01,1.00000
GO:1901265,nucleoside phosphate binding,37,0,0.03,1.00000
GO:1901363,heterocyclic compound binding,83,0,0.07,1.00000
GO:1901681,sulfur compound binding,2,0,0,1.00000
GO:1901981,phosphatidylinositol phosphate binding,1,0,0,1.00000
GO:1902936,phosphatidylinositol bisphosphate bindin...,1,0,0,1.00000
GO:1905394,retromer complex binding,1,0,0,1.00000
GO:1990837,sequence-specific double-stranded DNA bi...,8,0,0.01,1.00000
