Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	Term	
GOTERM_BP_DIRECT	34	0.951581304	6.03E-07	"P55142, P47791, Q96NN9, P09623, Q5R875, P13667, O95831, Q9P2K2, Q95YJ5, P30044, O08807, Q9H3N1, Q9HU55, O14463, Q13423, Q5R5L3, P04785, O43396, Q8JG64, Q922R8, Q5I0H9, Q503L9, P19468, Q28ID3, Q99MD6, Q91W90, P10575, Q3T0L2, O77834, Q7ZUC7, Q95108, Q921X9, Q80Y14, Q5E936"	3115	52	10371	2.176898383	0.003228652	2.94E-04	0.001156192	GO:0045454	cell redox homeostasis
GOTERM_BP_DIRECT	23	0.643716765	1.21E-06	"Q58CP0, P21912, P49432, Q5NVR2, P70097, Q801S2, Q9D051, P11179, Q7ZVY5, Q9D6R2, Q4R502, P13086, O61199, Q60HE2, Q5R7H0, Q6P286, Q5ZME2, Q99798, Q9Z2I9, O17214, P53590, P21399, Q13423"	3115	30	10371	2.552520064	0.006482698	5.42E-04	0.002325259	GO:0006099	tricarboxylic acid cycle
GOTERM_BP_DIRECT	27	0.755667506	2.44E-06	"Q8T6A5, Q32KN8, P61857, Q9DCM4, P68372, Q68FR8, P41385, P68370, Q9V895, P18288, Q99PW8, Q9W596, P08537, Q99KJ8, P18700, Q6P9T8, P41937, Q5R1W4, P02552, Q9H853, Q60HC2, P06605, P06603, Q78P75, Q0P5A1, P09645, P30883"	3115	39	10371	2.304951229	0.012973641	0.001003998	0.004668672	GO:0007017	microtubule-based process
GOTERM_BP_DIRECT	23	0.643716765	2.99E-06	"Q5RKI1, Q6PFQ2, Q7L2H7, B5FZ19, Q641X8, Q6NZJ6, P20397, Q6INR1, Q04637, A4II09, Q6DRC4, Q9DCH4, Q5F428, P55884, Q6PCR7, P23588, O43432, Q15056, O60841, Q4R4Y9, Q90511, Q6TH15, P04792"	3115	31	10371	2.470180707	0.015910633	0.001144956	0.00573406	GO:0006446	regulation of translational initiation
GOTERM_BP_DIRECT	18	0.503778338	6.39E-06	"Q8BGD9, Q5ZJ39, Q6PFQ2, Q7L2H7, B5FZ19, Q641X8, P20397, Q6INR1, A4II09, Q6DRC4, Q9DCH4, Q5F428, P55884, Q5PPY6, Q6PCR7, P23588, Q15056, Q6TH15"	3115	22	10371	2.72403327	0.033706925	0.002283263	0.012258178	GO:0001731	formation of translation preinitiation complex
GOTERM_BP_DIRECT	18	0.503778338	1.76E-05	"Q5ZIQ3, Q8WN55, Q3T0D0, Q7ZWA3, P17133, Q5RBU8, Q8WXF0, Q8VE97, Q8R081, Q9UKV3, Q08170, Q3T022, Q3T0B6, F1LQ48, Q16629, Q2HJ60, O35796, Q9JIX8"	3115	23	10371	2.605597041	0.090204087	0.005891016	0.033793116	GO:0048025	"negative regulation of mRNA splicing, via spliceosome"
GOTERM_BP_DIRECT	26	0.727679821	2.08E-05	"Q27268, P14866, P17133, Q8C7Q4, O16011, Q8R081, P15330, Q3T022, F1LQ48, Q9JKL7, Q24562, P07909, A2VDN6, Q8WN55, Q8NDT2, Q7ZVA6, Q9V535, Q7ZWA3, Q5D018, O43251, Q8WXF0, Q4R979, Q61656, O01367, Q02427, Q15459"	3115	40	10371	2.164093098	0.105721577	0.006551277	0.039941439	GO:0000381	"regulation of alternative mRNA splicing, via spliceosome"
GOTERM_BP_DIRECT	149	4.170165127	2.37E-05	"O54774, Q5ZKX1, Q9Z160, Q3ZBV2, Q6GQN0, Q5XFW8, G3X9K3, P49321, Q4R5P1, O60494, O15027, D3ZTX0, P61765, Q99PW8, P22892, Q7ZW25, O35345, O35344, P08962, Q7ZV68, P25228, P11654, Q9EPL8, Q8AWF2, Q2T9P4, Q8JIU7, Q3T0F5, Q9JKM7, Q6PFX9, Q7ZUN8, Q6DED0, Q6TGU2, P11620, Q5R7R6, Q4R562, Q9Z0W3, Q2M2T5, Q7SZE5, Q7ZX96, Q5ZJN2, Q9CR16, Q5U3V9, Q5R8Z8, Q5R9Z1, Q8BS45, Q9VQ93, Q23445, Q8K021, Q5R8Z6, O75382, Q1HG43, Q9Z252, P51644, Q5ZHW4, Q9SHU5, Q9Y1A3, O70277, Q4R4T9, Q9R0M6, Q0VC16, P50395, P35803, Q0V8F1, Q99MD9, Q90YI5, Q76P29, Q3MHG0, Q8BMI3, Q28709, Q62902, Q5H8C4, Q5U247, P10160, P84082, Q96DA2, Q8CGS4, Q5R7A4, Q9BXS5, Q6GPA8, Q3UUQ7, Q9Z1Z0, Q5U316, Q99K28, Q99PL5, O15078, Q9R1R2, Q5ZL57, P42566, Q5ZLY5, Q5SRX1, Q8C0E2, P49256, O75165, Q8WUM4, Q9UMY4, Q8BH74, Q9D1D4, Q0VD48, Q9H9H4, Q6PB44, Q5ZIK9, A1A4L0, P62494, Q14746, Q5U305, Q9JLR1, Q8WVM8, Q5BKM3, Q6PEH1, Q62824, P61294, Q5EGY4, Q8HXW6, Q5XGW6, Q8C4B4, Q9CX00, Q9UGM3, Q12893, Q21735, Q5VWJ9, Q61187, O54692, Q8NFH3, Q6NWF4, Q9XSK2, Q569D5, P59015, Q6NVL7, Q6IQ22, P97390, P28648, Q8VHE0, Q9Y6D6, Q7K556, Q2M389, P51147, Q28298, Q75T13, Q6P7L4, O88951, Q80ZI6, P17427, Q5F3X8, Q6DHC1, O35963, Q68EK7, Q6KAR6, Q60997, P35282"	3115	371	10371	1.337134031	0.119187335	0.007025776	0.045363599	GO:0015031	protein transport
GOTERM_BP_DIRECT	24	0.67170445	2.67E-05	"Q8BH95, P51659, Q3T0R7, P21775, O75521, Q9CQ62, Q61425, O46629, O14975, P08503, Q9JLZ3, Q6NYL3, Q99JY0, D4A1J4, O04469, P97852, P23786, P15651, P50416, P07872, P40939, Q3TLP5, Q62651, P55096"	3115	36	10371	2.219582665	0.133484525	0.007512445	0.051211705	GO:0006635	fatty acid beta-oxidation
GOTERM_BP_DIRECT	73	2.043101036	3.08E-05	"P81623, O54774, P11442, Q9BXS5, P49951, Q75J93, Q9Z1Z0, Q8WV41, P38542, P22892, Q92624, Q9VKJ9, Q5ZMP6, Q32KR8, Q7ZV68, Q92973, Q5SRX1, Q9EPL8, Q8C0E2, O08585, Q9D1D4, O60749, Q5R8H3, Q62638, P17210, Q9H270, P56377, O95295, Q96L92, O70439, P54922, Q96QU8, Q8AY73, O00410, P54921, Q9UM54, Q5R478, O35094, Q14974, P11620, Q27954, Q9UNH7, P35606, P35604, Q9I8E6, Q8VBT9, Q7SZE5, P62944, O17287, Q66HL2, P12815, Q9DBG7, Q2HJG5, P24668, O75886, P53992, Q23445, Q9Z336, O95714, Q8IV36, P59015, Q9ULJ7, P62744, O75340, Q13367, Q3T075, O95487, P17427, Q8BMI3, P23514, P83436, Q641Z6, Q14247"	3115	159	10371	1.528580514	0.152147729	0.008218485	0.058992055	GO:0006886	intracellular protein transport
GOTERM_BP_DIRECT	15	0.419815281	3.93E-05	"O76094, P15880, Q9DBG7, P18124, Q02543, Q5RBX7, P46778, Q8VHE0, P05388, Q3SZ87, Q9UNL2, Q08013, Q9UHB9, P46782, P14576"	3115	18	10371	2.774478331	0.190001271	0.009984233	0.075310692	GO:0006614	SRP-dependent cotranslational protein targeting to membrane
GOTERM_BP_DIRECT	17	0.475790652	1.04E-04	"Q6GNL7, Q9H903, Q29RI9, Q5I598, Q92051, P34897, P00920, P27604, Q91X83, P18155, Q96HN2, Q5R5H1, P51893, P27653, O93477, Q2KJC6, Q3THS6"	3115	23	10371	2.46084165	0.427577173	0.025039246	0.199257555	GO:0006730	one-carbon metabolic process
GOTERM_BP_DIRECT	23	0.643716765	1.07E-04	"Q6P7Q4, P26697, Q9VHD2, P47791, P08011, P78417, Q8WQA4, P19468, P08228, P51650, Q99MD6, P05370, P46425, Q9VSL3, Q3T094, Q9Y2Q3, P16444, P48508, A6QQZ0, P04179, O43324, O88741, Q2NL00"	3115	36	10371	2.127100054	0.435201043	0.02453256	0.204041645	GO:0006749	glutathione metabolic process
GOTERM_BP_DIRECT	10	0.279876854	1.44E-04	"Q9EPH8, P11940, P20965, P62489, Q9HCJ0, Q8CJG0, Q60809, Q6ZQ08, P29341, Q9QZ81"	3115	10	10371	3.329373997	0.537266497	0.031598494	0.27513271	GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening
GOTERM_BP_DIRECT	14	0.391827596	2.68E-04	"P51174, Q921G7, P48818, Q8K370, P08503, Q9JHI5, P45954, Q9H845, P38117, P15651, P07872, P34275, P13804, Q92947"	3115	18	10371	2.589513109	0.762870006	0.055940298	0.513212688	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase
GOTERM_BP_DIRECT	86	2.406940946	2.90E-04	"P51174, Q19749, Q9WUB3, P78417, Q8VC30, P07742, Q6NYL3, P46425, P52899, Q502K2, Q6GLT8, Q8R242, O61199, P13086, Q8K4Q6, O76387, Q3TLP5, Q9D4D4, Q66II5, Q8BYI6, O75521, P26697, Q07598, Q6NY77, P11181, Q99NB1, Q7L5N7, P26150, P18155, Q8VCW8, Q9JHI5, Q9JLZ3, P41937, Q99JW2, Q91YN5, Q66I21, Q9Y232, P22033, O62742, P50430, Q09225, Q9Z2I9, P53590, P9WK87, Q54NE6, Q91W89, Q9D1A2, O46629, A2AJ88, Q91V92, P50429, P33121, Q9D051, Q6B855, P00687, Q5UR67, Q09214, Q60710, Q920N2, Q3UNX5, P34275, Q6GN02, Q566U4, Q9JLJ2, Q8BH95, P39098, Q9Y2E4, Q6DF67, Q32KI9, Q8K370, Q7SY23, Q8CGC7, Q9TXJ0, A3KG59, Q04519, Q99JY0, Q8BP56, Q9QXD6, Q8BKZ9, P45962, Q96KP4, Q3UPY5, Q5REB8, Q9QUJ7, Q99798, P21399"	3115	205	10371	1.396712994	0.788462405	0.057994653	0.553826507	GO:0008152	metabolic process
GOTERM_BP_DIRECT	19	0.531766023	3.45E-04	"Q4G0X9, Q4G0U5, Q96M91, Q8VHE6, Q63170, Q5TYW6, Q4G0P3, B2RY50, Q8BYM7, Q9R0M0, Q63164, Q494V2, Q80W93, Q8BSN3, Q8WXX0, A1A5Q4, Q8TE73, Q2T9W3, Q0V9R4"	3115	29	10371	2.181313998	0.843202194	0.0663206	0.660236568	GO:0003341	cilium movement
GOTERM_BP_DIRECT	33	0.923593619	4.28E-04	"Q96J94, P20965, Q6IRN2, Q6NZJ6, Q6A0A2, Q8VEG6, Q6ZQ08, A5D7H5, Q9D1J3, C0H906, A2CEI6, A2BHJ4, P62909, Q99700, Q7ZVA6, Q8CGC7, Q5ZKC1, Q5D018, Q80XI3, Q8K0V4, Q8BMB3, Q9VUJ0, P48597, Q6P104, Q8CJG0, Q60809, Q5R6Z6, E9PVA8, P07607, O01367, P42678, P21399, Q6AYD3"	3115	63	10371	1.743957808	0.89947122	0.078771183	0.817987416	GO:0006417	regulation of translation
GOTERM_BP_DIRECT	14	0.391827596	6.16E-04	"Q7KRY7, Q4V920, Q5ZHW4, Q9UMY4, O00291, O00499, P51147, Q13492, Q7M6Y3, Q9VKJ9, Q68EK7, P35282, Q9Z1Z3, O13016"	3115	19	10371	2.453222945	0.963266068	0.10768218	1.174339535	GO:0030100	regulation of endocytosis
GOTERM_BP_DIRECT	11	0.30786454	6.52E-04	"Q8C7Q4, Q4R979, E1BJS7, O55135, Q9HCJ0, Q8CJG0, Q1PRL4, D3ZVM4, F6QEU4, E7FAM5, Q9QZ81"	3115	13	10371	2.817162613	0.969709997	0.110027384	1.242467196	GO:0035278	miRNA mediated inhibition of translation
GOTERM_BP_DIRECT	17	0.475790652	8.47E-04	"Q29RI9, A2ASS6, Q8WZ42, A1E295, P00787, Q8VI02, P56701, P12074, Q9UGJ0, Q91WG5, Q3SZC1, P04179, O95817, P81274, Q14738, Q99933, P97576"	3115	26	10371	2.176898383	0.989391727	0.136403012	1.612224293	GO:0050790	regulation of catalytic activity
GOTERM_BP_DIRECT	17	0.475790652	8.47E-04	"P15215, P00523, P53708, P26009, P16591, P11584, Q00174, Q02858, P11276, Q02763, Q15058, P07589, Q5R5V4, Q00651, Q6RUV5, P07942, O54890"	3115	26	10371	2.176898383	0.989391727	0.136403012	1.612224293	GO:0034446	substrate adhesion-dependent cell spreading
GOTERM_BP_DIRECT	27	0.755667506	9.21E-04	"Q9UM22, P49746, Q9N0C7, P34501, P26009, P11584, Q9Y251, Q02858, Q00651, Q9VZI3, Q13136, P08962, Q9XSK2, P53708, P14543, P28648, Q9BX66, P11276, O70309, B0FYY4, P49024, E9PV24, Q8K561, A6QLI0, Q28709, P23229, O54890"	3115	50	10371	1.797861958	0.992852782	0.143077036	1.75104139	GO:0007160	cell-matrix adhesion
GOTERM_BP_DIRECT	36	1.007556675	9.32E-04	"Q5BJW3, Q12893, Q01082, Q6NZC7, P11620, Q27954, O54692, P35606, P16157, Q02357, Q7SZE5, Q75J93, Q01484, Q5XFW8, Q9Z1Z0, Q5U316, Q08379, Q8NHH9, P53992, Q5ZI57, Q969X5, P49256, Q5ZIK9, Q5R8H3, O95487, Q0VC16, Q6P7L4, Q14746, Q9NRC6, Q14204, Q14203, Q62902, Q5EGY4, P23514, Q9Y4L1, P83436"	3115	73	10371	1.641883067	0.993246107	0.140533579	1.770922521	GO:0006888	ER to Golgi vesicle-mediated transport
GOTERM_BP_DIRECT	22	0.615729079	0.001017302	"P15880, Q9EPH8, Q9EPU0, P18124, Q02543, Q641X8, Q7ZVA6, P46778, Q9V535, P05388, Q04637, Q5D018, Q8R050, Q8IZD4, A5D7H5, O95453, P11940, C0H906, Q0VC92, P29341, Q96A72, P46782"	3115	38	10371	1.927532314	0.995736006	0.148295928	1.932309165	GO:0000184	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
GOTERM_BP_DIRECT	30	0.839630563	0.001086528	"Q9JJW6, Q9Z0W3, P10160, Q6IRN2, Q803E1, Q5XJS5, Q9JIH2, P17955, Q5XFW8, Q7ZX96, A5D7H5, O42254, P49793, Q32P51, P70582, H2QII6, Q8R3N6, Q80U96, Q5R9L3, P11654, Q9V535, Q7ZVA6, Q8BH74, Q5D018, Q9UBU9, Q6P104, Q0VC92, Q6PFX9, Q96A72, Q6TGU2"	3115	58	10371	1.722089998	0.997059368	0.153416625	2.062506121	GO:0051028	mRNA transport
GOTERM_BP_DIRECT	15	0.419815281	0.001124889	"P32921, Q9UGM6, P56192, Q61035, P47897, P41252, Q8CGC7, Q99MN1, Q9VUJ0, Q9ER72, Q9P2J5, O43324, Q6TGS6, Q9D0R2, P23381"	3115	22	10371	2.270027725	0.997606623	0.154342014	2.134582867	GO:0006418	tRNA aminoacylation for protein translation
GOTERM_BP_DIRECT	21	0.587741394	0.001222857	"P00523, B1A8Z2, B8JK39, P53708, P26009, P11584, O70309, P42680, F1N9Y5, B0FYY4, O55135, Q05397, Q5R5V4, Q00651, Q90687, Q14185, Q01768, P23229, Q659X0, Q8BK67, O54890"	3115	36	10371	1.942134831	0.998585488	0.162491216	2.318427241	GO:0007229	integrin-mediated signaling pathway
